signals,size,development_sharpe,development_sharpe_standard_error,development_mean_daily_return,development_daily_volatility,evaluation_sharpe,evaluation_sharpe_standard_error
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,0.38293706282822726,1.7220825982685437,8.813263360081938e-05,0.0036535042470131206,-0.48933728888810935,2.5757968899329216
headline/actionable_sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.5848487800646481,1.7224163056513904,0.00014904075824974654,0.004045402452556092,0.0015193500233513925,2.5751852317342974
headline/actionable_sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.2780359217195681,1.7219641725687531,6.155583769179384e-05,0.003514540939951082,-0.24214667520987745,2.575335019116612
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,5,0.793420936021923,1.7229071136440872,0.00019026505817565405,0.003806761361568922,0.11376472945504568,2.5752182902202887
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,5,0.8884079013517854,1.7231798045528306,0.0002247739868347029,0.004016371777803314,0.3983300205134693,2.57559054752304
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,5,0.800714831692533,1.7229269627783934,0.00019512890759058223,0.0038685125539122595,0.0007171372022761542,2.575185227150727
headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.9472693798313406,1.7233642189180032,0.0002560370322395094,0.004290713886578158,0.41201120167869926,2.575618865924084
headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.7159726545878826,1.7227075420807412,0.00016855211168155694,0.0037371285141123765,0.24868040413800077,2.575343211525414
headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,5,0.6665203642640628,1.722590814469296,0.0001579845997920566,0.003762717400144577,0.1275695730400364,2.5752268014476485
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b,6,0.573352430781146,1.7223935688281253,0.00013652710304720562,0.0037800495034881042,-0.18199895029462582,2.5752698469182143
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/vader,6,0.6684458111199609,1.7225952032128116,0.00016528454359641316,0.003925240825606221,0.06440177448285472,2.5751958218555067
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/gemma-4-31b|llm/vader,6,0.5839929257411456,1.7224145974513867,0.0001405803108929793,0.00382135322666388,-0.2699007414634303,2.5753713232787128
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,0.7322865673945042,1.7227478795718578,0.00019133708143375219,0.004147805162067662,0.11113268014317243,2.575216777979436
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,0.5132210782881128,1.722281994870211,0.00011843298096879145,0.0036632659248912844,-0.06865524068528304,2.575197267717342
headline/actionable_sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,0.4724684287615116,1.7222133952906895,0.00010962672106087447,0.003683357743942639,-0.17272787664486064,2.575261445387046
headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,6,0.8136224193657633,1.7229625332058573,0.0001987902827190105,0.0038785778656938584,0.22324875314268353,2.575312551306764
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters|headline/sentiment_reuters|llm/finbert|llm/gemma-4-31b|llm/vader,7,0.6301162084457625,1.7225102175674862,0.00015151128910271798,0.0038170215564525345,-0.038333376244211424,2.575188979901675
