session_date,n_names,intercept,r_squared,condition_number,beta_mean_new,beta_mean_known,beta_negshare_new,beta_negshare_known,beta_log1p_n,contrast_mean,contrast_negshare
2011-05-24,10,0.10146605200133167,0.622950134935654,16.176099543646465,-0.47778788154542406,-0.6887199632845212,0.24998743777730598,-0.21116435455586186,0.09836372158186675,0.21093208173909717,0.46115179233316783
2011-05-26,11,0.01381113499307313,0.8300847734376156,13.728657618168677,0.8483542676707936,-0.19829889200531384,0.25845151569064767,-0.7373145938377514,0.5249627326340165,1.0466531596761075,0.9957661095283992
2011-06-08,11,-0.010940253856726643,0.49705191879892907,16.116752972497657,0.29023983689890187,0.4810571793880029,0.04087006745746988,0.9133019021577318,-0.4847834010541207,-0.19081734248910104,-0.8724318347002619
2011-06-10,10,0.17486753556941384,0.12324317839265386,19.92419393286498,-0.6889666082479028,-0.8176157248462106,-0.40287375202151104,-0.19231029528499977,-0.3955843309876528,0.1286491165983078,-0.21056345673651128
2011-06-15,10,0.13377132664950064,0.6041973464183414,16.510879830860134,0.6939875175770609,-0.7119322410350377,0.6044001465304314,-1.3525079286494994,-0.9093740274129698,1.4059197586120986,1.9569080751799308
2011-06-17,10,-0.042606004391950926,0.49644752365713374,12.63766977615962,1.3222692514697008,0.06667005409731949,0.7324295832840118,-0.44502193966741854,0.17577313865540678,1.2555991973723812,1.1774515229514302
2011-06-21,10,0.05861550038167749,0.5127479584965734,13.180269103796627,0.47824523138718417,-0.6282748115104142,1.0393900644268639,-0.19412040870087643,-0.8675500832363096,1.1065200428975983,1.2335104731277404
2011-06-22,14,0.008025614037168073,0.20593897231728264,13.287645380546875,0.10690050521447715,0.672448950974665,-0.2891039457414321,0.4564530746372957,-0.17141577812571246,-0.5655484457601878,-0.7455570203787278
2011-06-27,12,0.014020053263005709,0.6871512891973149,11.906902304677645,1.5032184760684764,-0.989246963204579,0.7496842470015278,-0.5796009099071394,-0.020536128270421682,2.4924654392730554,1.3292851569086672
2011-06-28,10,0.19197640550436512,0.4402384511943297,10.661578541648087,-0.1723213938580223,-0.6727853330217191,-0.5695587410204699,-0.7854850843952591,-0.639377557791833,0.5004639391636967,0.21592634337478922
2011-06-29,14,0.08489917406972809,0.38021455565528417,12.988850791061228,-0.420942709235747,-0.5806503768354009,-0.7557936505415197,-0.027306489609954174,0.40751635227023447,0.15970766759965388,-0.7284871609315655
2011-06-30,13,0.040849406473072676,0.17533280845825405,15.924317137539491,0.08338286215101877,-0.1325425774423511,0.5065104380101756,-0.044113487669889546,-0.4753218033488416,0.21592543959336985,0.5506239256800651
2011-07-01,12,0.11452423780633689,0.49522606047802276,17.782552520781895,-0.1720882685313584,-0.31597863422322786,-2.3158859104787686,1.657947844663283,-0.6025767387820153,0.14389036569186947,-3.9738337551420515
2011-07-08,16,0.040516581588227074,0.3518839792377042,13.776452329223162,-0.2645065114642869,-0.39667333909520686,-0.03199796443660266,0.29791377142479,0.09873343274804029,0.13216682763091997,-0.32991173586139266
2011-07-11,10,-0.08528287175288186,0.7408840897605433,18.573256609414166,0.4679981874543573,0.9732955107661714,-0.09087503441735108,0.8279372323758454,0.5273015388786128,-0.5052973233118141,-0.9188122667931965
2011-07-14,11,0.0299637126771052,0.22355778619994704,13.906168834233684,0.7708004921655432,-0.7279986104952726,0.6479398870679498,0.00973385613779779,-0.359677303772333,1.4987991026608158,0.638206030930152
